sentimen,tweet,tweet_clean
negatif,Leres pakdhe :)  Salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum. Jadi pripun kabare ðŸ‘‰ #duatahunnovel pakde @jokowi ðŸ˜Šâ˜º,les pakdhe salah aspek faktor ekonomi tumbuh stabilitas politik negeri dg pasti adil tega hukum pripun kabare #duatahunnovel pakde @jokowi
negatif,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di Indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester 1-2 di fakultas ekonomi .. CMIIW   ketauan .. jae baru belajar ekonomi .. kacaw..,@prabowo didik tentara ayah ekonom legendaris indonesia ya kali deh nggak ngerti makro mikro makro mikro ajar semester fakultas ekonomi cmiiw tau jae ajar ekonomi kacaw
netral,Jangan terlalu bangga dengan jalan. Jika ekonomi jatuh terus. Nengara menag buka melihat jalanya yg megah. Seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang.,terlalu bangga jalan ekonomi jatuh nengara menag buka jala megah hasil bumi laut limpah ruah idonesia maju menang
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.    http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦",#pilihorangbaik #pilihjelasislamnya #pilihbajuputih jokowi bangun spbu setelag kabupaten puncak jaya papua harga 50ribu liter liter
netral,Katanya Jas itu harga mahal dan pakaian orang2 eropa dan amerika.,jas harga mahal pakai orang2 eropa amerika
netral,Prabowo Janjikan Harga Karet dan Kelapa Sawit Bikin Senyum Petani  https://nasional.sindonews.com/read/1394419/12/prabowo-janjikan-harga-karet-dan-kelapa-sawit-bikin-senyum-petani-1554858831?utm_source=dlvr.it&utm_medium=referralÂ â€¦,prabowo janji harga karet kelapa sawit bikin senyum tani
netral,Orang ini sangat dihargai oleh Raja Arab Saudi. Dia Pemimpin ku,orang sangat harga raja arab saudi pimpin ku
negatif,"mencontoh ekonomi china, bukannya sujud seperti sekarang iniðŸ¤£",contoh ekonomi china sujud
positif,"Fyi gaes...Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",fyi gaes capai hasil capai tumbuh ekonomi era perintah @jokowi jk sangat tingkat #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,#pilihorangbaik #pilihjelasislamnya #pilihbajuputih percaya pd mrk alam @jokowi milik wakil alam bidang ekonomi
negatif,"Berapa sih gaji presiden dan wakil presiden? Berapa sih tunjangannya? Kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat. Itu baru jualan, klu hanya gaji itu namanya jualan basi.",sih gaji presiden wakil presiden sih tunjang tidak ambil peser gaji tunjang hebat jual klu gaji nama jual basi
positif,Mungkin pak @prabowo mengharap ketulusan karyawan untuk tidak menuntut gajiðŸ˜…,@prabowo harap tulus karyawan tidak tuntut gaji
netral,"Jamu Jokowi, Raja Salman Sajikan Nasi Mandhi - Warta Ekonomi  https://www.wartaekonomi.co.id/read223718/jamu-jokowi-raja-salman-sajikan-nasi-mandhi.htmlÂ â€¦",jamu jokowi raja salman saji nasi mandhi warta ekonomi
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ ",#pilihorangbaik #pilihjelasislamnya #pilihbajuputih tumbuh ekonomi tanpa perata zaman jokowi bukan tumbuh ekonomi perata bangun
negatif,"Kami moslem, kami menghormati dan menghargai umat agama Laen. Kami cinta damai karena Islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. Dan kamipun pendukung 02. Bhineka tunggal Ika  #UASdifitnahKejiDanBrutal",moslem hormat harga umat agama laen cinta damai islam ajar buat kpd manusia tanpa kecuali kami dukung bhineka tunggal ika #uasdifitnahkejidanbrutal
positif,@prabowo & @sandiuno  Tidak akan ambil gaji serupiah pun jika terpilih sbg Presiden RI  Benar kata alm. Gus Dur : orang yg paling ihlas utk Indonesia adalah prabowo ..!  #PrabowoSandiOKBanget #PrabowoSandiTakTerbendung #Tutup01Tusuk02 pic.twitter.com/VMyb,@prabowo @sandiuno tidak ambil gaji rupiah pilih sbg presiden ri alm gus dur orang paling ihlas indonesia prabowo #prabowosandiokbanget #prabowosanditakterbendung #tutup01tusuk02 pic twitter com vmyb
netral,"Jokowi-Ma'ruf Bicara Pengalaman, Prabowo-Sandi Janji Tak Ambil Gaji  https://today.line.me/id/pc/article/Jokowi+Ma+ruf+Bicara+Pengalaman+Prabowo+Sandi+Janji+Tak+Ambil+Gaji-GyOxl8?utm_source=facebook&utm_medium=linetodayhome&utm_campaign=snsoperationÂ â€¦",jokowi ma ruf bicara alam prabowo sandi janji tak ambil gaji
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",#pilihorangbaik #pilihjelasislamnya #pilihbajuputih pilih pimpin udh capai capai ekonomi perintah jokowi
negatif,"Gak perlu suudzon, di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan Arab Saudi. Gak usah nyinyir bro, urus tuh junjunganmu yg lagi ziarah kubur moga2 aja gak nyembah kuburan.",nggak suudzon samping umroh jokowi bahas kerja bidang ekonomi perintah arab saudi nggak nyinyir bro urus tuh junjung ziarah kubur moga2 nggak nyembah kubur
positif,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ ,#pilihorangbaik #pilihjelasislamnya #pilihbajuputih perintah jokowi sebut ekonomi indonesia tangan anak anak muda kreatif
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Keberhasilan tidak hanya dibidang infrastruktur, Jokowi jg berhasil memperbaiki ekonomi Indonesia.  https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â â€¦",#pilihorangbaik #pilihjelasislamnya #pilihbajuputih hasil tidak bidang infrastruktur jokowi hasil baik ekonomi indonesia
positif,"Jokowi-Ma'ruf Pemimpin Indonesia.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",jokowi ma ruf pimpin indonesia #pilihorangbaik #pilihjelasislamnya #pilihbajuputih harga anugerah bukti @jokowi sosok pimpin aku integritas
negatif,"Mahal banget,  buat satu beginian untuk hasilkan 1 MW harganya bisa lebih mahal dari satu power plant yang bisa produksi 10 MW",mahal banget hasil mw harga lebih mahal power plant produksi mw
netral,Jokowi bahas ekonomi makro dan mikro .. ya makanan sehari2 Sandiaga dari dulu itu sih .. fatal .. untuk ada ET .. keluarlah I-Spot .. sejenis revolusi 4.0 ..   Sok futuristik padahal otaknya antik,jokowi bahas ekonomi makro mikro ya makan sehari2 sandiaga sih fatal et keluar i spot jenis revolusi sok futuristik otak antik
negatif,Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfn7Â  pic.twitter.com/UYuIsDr3ur,prabowo sandi sepakat ekonomi indonesia salah arah pic twitter com uyuisdr3ur
negatif,Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfmNÂ  Via : @KedaiPenaCom pic.twitter.com/FQQVzcojs4,prabowo sandi sepakat ekonomi indonesia salah arah via @kedaipenacom pic twitter com fqqvzcojs4
netral,"Fyi gaes...Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.Â  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",fyi gaes harga anugerah bukti @jokowi sosok pimpin aku integritas #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
negatif,Ketika wanita lain cerewat pada suaminya #TerimaKasihIstriku kamu hanya cerewet sama tukang sayur yang harganya naik. @jokowi,wanita cerewat suami #terimakasihistriku cerewet tukang sayur harga @jokowi
negatif,kalau emang prabowo mau seenggaknya prepare untuk persona agamis kaya belajar ngaji gtgt yakin 1000% bakal menang. tapi ya counter jokowi juga dengan rekrut MA ini bikin malah ga ketebak alurnya wkwkwk asli dah padahal prabowo cuma perlu jadi islami doang aslinya biar menang,emang prabowo enggak prepare persona agam kaya ajar ngaji gtgt menang ya counter jokowi rekrut ma bikin nggak tebak alur wkwkwk asli dah prabowo islami doang asli biar menang
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Pentingnya sisi industri kreatif dan inovatif di era industri global. Membuat jokowi tergerak untuk mengubah Badan Ekonomi Kreatif (Bekraf) menjadi sebuah kementerian .,#pilihorangbaik #pilihjelasislamnya #pilihbajuputih sisi industri kreatif inovatif era industri global jokowi gerak ubah badan ekonomi kreatif bekraf menteri
netral,"Buka PorProv Jateng, Ganjar Ingin Kepala Daerah Contoh Jokowi Hargai Atlet  #2019JokowiKyaiMaruf #RakyatApresiasiKinerjaJokowi  https://twitter.com/tag_nusantara/status/1060707183812169729/video/1Â â€¦",buka porprov jateng ganjar kepala daerah contoh jokowi harga atlet #2019jokowikyaimaruf #rakyatapresiasikinerjajokowi
netral,Awal mula Mudzakir menjadi guru ngaji Jokowi pada 2001. Ketika itu banyak anak-anak dan orang dewasa meminta diajari membaca Al Quran secara privat.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,mudzakir guru ngaji jokowi anak anak orang dewasa ajar baca al quran privat #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
netral,"@KHMarufAmin_ Untuk Indonesia Maju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5",@khmarufamin indonesia maju #pilihorangbaik #pilihjelasislamnya #pilihbajuputih tumbuh ekonomi tanpa perata zaman jokowi bukan tumbuh ekonomi perata bangun
positif,"Jokowi mendukung Esport di indonesia Mobile Legend, PUBG, Free Fire DLL  prabowo lebih memperdulikan sandang pangan harga harga turun.  Gua udah punya pilihan skarang.",jokowi dukung esport indonesia mobile legend pubg free fire dll prabowo lebih duli sandang pangan harga harga turun gua udah pilih skarang
netral,"@VidiaAmanda3 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",@vidiaamanda3 april pilih jokowi kma #pilihorangbaik #pilihjelasislamnya #pilihbajuputih pilih pimpin udh capai capai ekonomi perintah jokowi
negatif,"namun adlh antara masyarakat banyak yg bekerja nyata & membayar pajak namun dieksploitasi & dirampok hak-2 & hartanya, dengan sedikit org yg menetapkan aturan, meraup keuntungan, serta ingin selalu mengeksploitasi & merampok harta negara & bangsa serta menghindari pajak.",adlh masyarakat nyata bayar pajak eksploitasi rampok hak harta org tetap atur raup untung eksploitasi rampok harta negara bangsa hindar pajak
netral,"@Dinikurnia21 17 April Coblos Jokowi-Ma'ruf. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",@dinikurnia21 april coblos jokowi ma ruf #pilihorangbaik #pilihjelasislamnya #pilihbajuputih pilih pimpin udh capai capai ekonomi perintah jokowi
netral,@KHMarufAmin_ 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ ,@khmarufamin april pilih jokowi kma #pilihorangbaik #pilihjelasislamnya #pilihbajuputih perintah jokowi sebut ekonomi indonesia tangan anak anak muda kreatif
negatif,"Gak ngaruh, jokowi mau ke kutub utara juga, rakyat taunya barang dan harga harga murah, berobat gampang, percuma mau kemana aja, kalau hutang negara malah nambah",nggak ngaruh jokowi kutub utara rakyat tau barang harga harga murah obat gampang mana hutang negara nambah
netral,"Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskinâ€¦  https://goo.gl/fb/2VTnKiÂ ",pilih presiden wapres prabowo sandi janji gaji kaum miskin
netral,Demokrat Minta Prabowo Hargai Kontribusi Presiden Sebelumnya  https://goo.gl/fb/d1NvPAÂ ,demokrat prabowo harga kontribusi presiden
positif,"Jokowi-KMA Pemimpin Optimis. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",jokowi kma pimpin optimis #pilihorangbaik #pilihjelasislamnya #pilihbajuputih harga anugerah bukti @jokowi sosok pimpin aku integritas
positif,madura prabowo harga mati ðŸ‘†ðŸ»ðŸ‘ˆðŸ»ðŸ˜€ðŸ˜€,madura prabowo harga mati
positif,prabowo harga mati. . titik,prabowo harga mati titik
netral,"Saat Jokowi masih menjadi pengusaha mebel di Solo. Mudzakir, guru ngaji Bpk @jokowi, pernah mendapat oleh-oleh dari ""muridnya"" sepulang dari Jerman. Yaitu korek api Zippo.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",jokowi usaha mebel solo mudzakir guru ngaji bpk @jokowi murid pulang jerman korek api zippo #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",#pilihorangbaik #pilihjelasislamnya #pilihbajuputih capai hasil capai tumbuh ekonomi era perintah @jokowi jk sangat tingkat
netral,Sy hargai sikap anda bang...tp lgsg unfol tanpa sy tau mslah sblm ini rasanya aneh jg bang...lagian yg bikin tweet mention yg brsangkutan jg kan pasti punya tujuan baik jg buat mengingatkan. Apa gak malah kontraproduktif kl lgsg diunfol?,harga sikap bang lgsg unfol tanpa tau mslah sblm aneh bang bikin tweet mention brsangkutan tuju nggak kontraproduktif kl lgsg diunfol
negatif,"Ya allah apa mgkn sosok seorg jokowi berani sprti itu kl capres anda sih mgkn jg tlg @MardaniAliSera  jgn fitnah presidenku sprti itu... kl jokowi diberi jln itu krn beliau org baik pak dan presiden yg sangat dihargai, ah sy curiga jgn2 anda mau blg ini cawapres anda ðŸ˜‚ðŸ˜‚ðŸ˜‚",ya allah mgkn sosok seorg jokowi berani sprti kl capres sih mgkn tolong @mardanialisera jgn fitnah presiden sprti kl jokowi jln beliau org presiden sangat harga ah curiga jgn2 blg cawapres
positif,"Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, asal kalian tau di zaman Pak @Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ ",tumbuh ekonomi tanpa perata tau zaman @jokowi bukan tumbuh ekonomi perata bangun
negatif,Gaji mah ga seberapa. Yg penting cegah dan berantas korupsi. Mau ga cegah dan berantas korupsi kolusi nepotisme ? Ini yg jadi pertanyaan masyarakat.  Sekarang ini baru Jokowi dan Ahok yg sangat dipercaya masyarakat utk kemauan dan keberanian berantas Korupsi Kolusi Nepotisme.,gaji mah nggak cegah berantas korupsi nggak cegah berantas korupsi kolusi nepotisme masyarakat jokowi ahok sangat percaya masyarakat mau berani berantas korupsi kolusi nepotisme
negatif,"Bukan ga ngerti n ga nyambung ttg pertanyaan ML,,, tp emng ML ga nyambung dg tema DEBAT, jd ga penting tuk djawab n dbahas!!! Rakyat itu yg utama no 1 KESTABILAN HARGA PANGAN N KETERSEDIAANNYA dr petani sndr!!!! Negara Agraris ko sembrang IMPORT!!!????",bukan nggak ngerti n nggak nyambung ttg ml emng ml nggak nyambung dg tema debat jd nggak tuk djawab n dbahas rakyat utama no stabil harga pangan n sedia tani sndr negara agraris ko sembrang import
positif,Mencoblos=beramal Kenapa demikian? Karena @prabowo dan @sandiuno jika terpilih (insyaallah) mereka akan menginfakkan gajinya buat kaum dhuafa.. Suara kita g sia-sia kawan.. Mari kita dukung niat mereka #UASdifitnahKejiBalasDiTPS #UASdifitnahKejiBalasDiTPS https://twitter.com/dhikabebeh/status/1117495100995538944Â â€¦,coblos amal @prabowo @sandiuno pilih insyaallah infak gaji kaum dhuafa suara g sia sia kawan mari dukung niat #uasdifitnahkejibalasditps #uasdifitnahkejibalasditps
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Pak @Jokowi  https://bit.ly/2OgymxtÂ ",#pilihorangbaik #pilihjelasislamnya #pilihbajuputih pilih pimpin udh capai capai ekonomi perintah @jokowi
negatif,"Kalau dihargai, masa sudah satu periode bapak Jokowi tidak memberikan jabatan sama loe. Pikirin itu . . . .",harga periode jokowi tidak jabat loe pikirin
netral,"Berita terbaru (Naikkan Rasio Pajak, Prabowo Terkenang Orde Baru) telah ada di  http://PILPRES.idÂ  -  https://pilpres.id/info/naikkan-rasio-pajak-prabowo-terkenang-orde-baru.htmlÂ â€¦ pic.twitter.com/BuFW3h9qec",berita baru naik rasio pajak prabowo kenang orde pic twitter com bufw3h9qec
positif,"gue kasih tau..Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.Â  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦Â #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",gue kasih tau jokowi bangun spbu setelag kabupaten puncak jaya papua harga 50ribu liter liter #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
negatif,"bener juga sih #ApaKataKu  kan kata bapak aja, jelas Pak Jokowi dapat penghargaan dimana2 di luar negeri..  Jangan sampe segitu pak kalo mau menang.  kasihan rakyat.",bener sih #apakataku jokowi harga dimana2 negeri sampe segitu kalo menang kasihan rakyat
